electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
0.1553,0.27,0.14607,0.1449
0.1550099999999999,0.22,0.13999,0.145
0.1553,0.20005,0.1351,0.15041
0.16841,0.15934,0.14,0.1739
0.2014,0.1820399999999999,0.14802,0.188
0.24148,0.15591,0.195,0.2003
0.27,0.14607,0.20011,0.246
0.22,0.13999,0.20011,0.22394
0.20005,0.1351,0.187,0.1820399999999999
0.15934,0.14,0.1698,0.1407
0.1820399999999999,0.14802,0.154,0.18312
0.15591,0.195,0.15014,0.15438
0.14607,0.20011,0.1449,0.13451
0.13999,0.20011,0.145,0.131
0.1351,0.187,0.15041,0.13
0.14,0.1698,0.1739,0.12999
0.14802,0.154,0.188,0.12911
0.195,0.15014,0.2003,0.1294199999999999
0.20011,0.1449,0.246,0.13
0.20011,0.145,0.22394,0.13
0.187,0.15041,0.1820399999999999,0.12612
0.1698,0.1739,0.1407,0.1107
0.154,0.188,0.18312,0.10457
0.15014,0.2003,0.15438,0.10911
0.1449,0.246,0.13451,0.1108
0.145,0.22394,0.131,0.10599
0.15041,0.1820399999999999,0.13,0.10599
0.1739,0.1407,0.12999,0.12101
0.188,0.18312,0.12911,0.13
0.2003,0.15438,0.1294199999999999,0.1351
0.246,0.13451,0.13,0.1886
0.22394,0.131,0.13,0.1886
0.1820399999999999,0.13,0.12612,0.165
0.1407,0.12999,0.1107,0.13185
0.18312,0.12911,0.10457,0.128
0.15438,0.1294199999999999,0.10911,0.12154
0.13451,0.13,0.1108,0.11854
0.131,0.13,0.10599,0.12154
0.13,0.12612,0.10599,0.12612
0.12999,0.1107,0.12101,0.1294199999999999
0.12911,0.10457,0.13,0.14183
0.1294199999999999,0.10911,0.1351,0.1953
0.13,0.1108,0.1886,0.19601
0.13,0.10599,0.1886,0.1953
0.12612,0.10599,0.165,0.131
0.1107,0.12101,0.13185,0.12054
0.10457,0.13,0.128,0.11599
0.10911,0.1351,0.12154,0.11468
0.1108,0.1886,0.11854,0.11354
0.10599,0.1886,0.12154,0.11194
0.10599,0.165,0.12612,0.1135999999999999
0.12101,0.13185,0.1294199999999999,0.12204
0.13,0.128,0.14183,0.14771
0.1351,0.12154,0.1953,0.19904
0.1886,0.11854,0.19601,0.20207
0.1886,0.12154,0.1953,0.19702
0.165,0.12612,0.131,0.19158
0.13185,0.1294199999999999,0.12054,0.14293
0.128,0.14183,0.11599,0.16
0.12154,0.1953,0.11468,0.13248
0.11854,0.19601,0.11354,0.1222999999999999
0.12154,0.1953,0.11194,0.11
0.12612,0.131,0.1135999999999999,0.1095199999999999
0.1294199999999999,0.12054,0.12204,0.1114
0.14183,0.11599,0.14771,0.12185
0.1953,0.11468,0.19904,0.16509
0.19601,0.11354,0.20207,0.17408
0.1953,0.11194,0.19702,0.16702
0.131,0.1135999999999999,0.19158,0.12009
0.12054,0.12204,0.14293,0.10293
0.11599,0.14771,0.16,0.09959
0.11468,0.19904,0.13248,0.09717
0.11354,0.20207,0.1222999999999999,0.09367
0.11194,0.19702,0.11,0.092
0.1135999999999999,0.19158,0.1095199999999999,0.09425
0.12204,0.14293,0.1114,0.10323
0.14771,0.16,0.12185,0.13378
0.19904,0.13248,0.16509,0.1863
0.20207,0.1222999999999999,0.17408,0.19
0.19702,0.11,0.16702,0.202
0.19158,0.1095199999999999,0.12009,0.17509
0.14293,0.1114,0.10293,0.16
0.16,0.12185,0.09959,0.14844
0.13248,0.16509,0.09717,0.1349
0.1222999999999999,0.17408,0.09367,0.13158
0.11,0.16702,0.092,0.12932
0.1095199999999999,0.12009,0.09425,0.12908
0.1114,0.10293,0.10323,0.12865
0.12185,0.09959,0.13378,0.12781
0.16509,0.09717,0.1863,0.13
0.17408,0.09367,0.19,0.13515
0.16702,0.092,0.202,0.1299
0.12009,0.09425,0.17509,0.12303
0.10293,0.10323,0.16,0.0893299999999999
0.09959,0.13378,0.14844,0.08167
0.09717,0.1863,0.1349,0.08
0.09367,0.19,0.13158,0.07142
0.092,0.202,0.12932,0.0584
0.09425,0.17509,0.12908,0.0584
0.10323,0.16,0.12865,0.0703
0.13378,0.14844,0.12781,0.09
0.1863,0.1349,0.13,0.13311
0.19,0.13158,0.13515,0.16776
0.202,0.12932,0.1299,0.15499
0.17509,0.12908,0.12303,0.145
0.16,0.12865,0.0893299999999999,0.12922
0.14844,0.12781,0.08167,0.12908
0.1349,0.13,0.08,0.11463
0.13158,0.13515,0.07142,0.11338
0.12932,0.1299,0.0584,0.11452
0.12908,0.12303,0.0584,0.08
0.12865,0.0893299999999999,0.0703,0.07972
0.12781,0.08167,0.09,0.08953
0.13,0.08,0.13311,0.11338
0.13515,0.07142,0.16776,0.10998
0.1299,0.0584,0.15499,0.125
0.12303,0.0584,0.145,0.11473
0.0893299999999999,0.0703,0.12922,0.07972
0.08167,0.09,0.12908,0.075
0.08,0.13311,0.11463,0.07351
0.07142,0.16776,0.11338,0.0703
0.0584,0.15499,0.11452,0.0701
0.0584,0.145,0.08,0.0701
0.0703,0.12922,0.07972,0.07284
0.09,0.12908,0.08953,0.11338
0.13311,0.11463,0.11338,0.12505
0.16776,0.11338,0.10998,0.1489
0.15499,0.11452,0.125,0.14496
0.145,0.08,0.11473,0.13816
0.12922,0.07972,0.07972,0.12921
0.12908,0.08953,0.075,0.12831
0.11463,0.11338,0.07351,0.11441
0.11338,0.10998,0.0703,0.10565
0.11452,0.125,0.0701,0.08964
0.08,0.11473,0.0701,0.08964
0.07972,0.07972,0.07284,0.11325
0.08953,0.075,0.11338,0.13942
0.11338,0.07351,0.12505,0.175
0.10998,0.0703,0.1489,0.20221
0.125,0.0701,0.14496,0.19366
0.11473,0.0701,0.13816,0.16801
0.07972,0.07284,0.12921,0.14023
0.075,0.11338,0.12831,0.12045
0.07351,0.12505,0.11441,0.11227
0.0703,0.1489,0.10565,0.10514
0.0701,0.14496,0.08964,0.10205
0.0701,0.13816,0.08964,0.1096299999999999
0.07284,0.12921,0.11325,0.119
0.11338,0.12831,0.13942,0.15372
0.12505,0.11441,0.175,0.17462
0.1489,0.10565,0.20221,0.205
0.14496,0.08964,0.19366,0.1924
0.13816,0.08964,0.16801,0.16479
0.12921,0.11325,0.14023,0.147
0.12831,0.13942,0.12045,0.13512
0.11441,0.175,0.11227,0.1005
0.10565,0.20221,0.10514,0.09282
0.08964,0.19366,0.10205,0.08964
0.08964,0.16801,0.1096299999999999,0.08654
0.11325,0.14023,0.119,0.08215
0.13942,0.12045,0.15372,0.122
0.175,0.11227,0.17462,0.148
0.20221,0.10514,0.205,0.15861
0.19366,0.10205,0.1924,0.1537599999999999
0.16801,0.1096299999999999,0.16479,0.12773
0.14023,0.119,0.147,0.0802
0.12045,0.15372,0.13512,0.07251
0.11227,0.17462,0.1005,0.05952
0.10514,0.205,0.09282,0.05
0.10205,0.1924,0.08964,0.04783
0.1096299999999999,0.16479,0.08654,0.0547
0.119,0.147,0.08215,0.07825
0.15372,0.13512,0.122,0.1377
0.17462,0.1005,0.148,0.14621
0.205,0.09282,0.15861,0.16201
0.1924,0.08964,0.1537599999999999,0.15558
0.16479,0.08654,0.12773,0.14016
0.147,0.08215,0.0802,0.0975699999999999
0.13512,0.122,0.07251,0.12259
0.1005,0.148,0.05952,0.11172
0.09282,0.15861,0.05,0.07693
0.08964,0.1537599999999999,0.04783,0.06936
0.08654,0.12773,0.0547,0.06439
0.08215,0.0802,0.07825,0.0601
0.122,0.07251,0.1377,0.0601
0.148,0.05952,0.14621,0.0702
0.15861,0.05,0.16201,0.079
0.1537599999999999,0.04783,0.15558,0.08
0.12773,0.0547,0.14016,0.06906
0.0802,0.07825,0.0975699999999999,0.05592
0.07251,0.1377,0.12259,0.05065
0.05952,0.14621,0.11172,0.05065
0.05,0.16201,0.07693,0.0483699999999999
0.04783,0.15558,0.06936,0.04861
0.0547,0.14016,0.06439,0.05421
0.07825,0.0975699999999999,0.0601,0.065
0.1377,0.12259,0.0601,0.115
0.14621,0.11172,0.0702,0.117
0.16201,0.07693,0.079,0.13674
0.15558,0.06936,0.08,0.12504
0.14016,0.06439,0.06906,0.11
0.0975699999999999,0.0601,0.05592,0.07634
0.12259,0.0601,0.05065,0.08
0.11172,0.0702,0.05065,0.07234
0.07693,0.079,0.0483699999999999,0.06874
0.06936,0.08,0.04861,0.065
0.06439,0.06906,0.05421,0.06674
0.0601,0.05592,0.065,0.06889
0.0601,0.05065,0.115,0.075
0.0702,0.05065,0.117,0.10201
0.079,0.0483699999999999,0.13674,0.117
0.08,0.04861,0.12504,0.11972
0.06906,0.05421,0.11,0.105
0.05592,0.065,0.07634,0.095
0.05065,0.115,0.08,0.07704
0.05065,0.117,0.07234,0.0744
0.0483699999999999,0.13674,0.06874,0.06869
0.04861,0.12504,0.065,0.06422
0.05421,0.11,0.06674,0.07032
0.065,0.07634,0.06889,0.07668
0.115,0.08,0.075,0.09859
0.117,0.07234,0.10201,0.10259
0.13674,0.06874,0.117,0.12296
0.12504,0.065,0.11972,0.115
0.11,0.06674,0.105,0.097
0.07634,0.06889,0.095,0.0768
0.08,0.075,0.07704,0.09
0.07234,0.10201,0.0744,0.07784
0.06874,0.117,0.06869,0.075
0.065,0.11972,0.06422,0.0754
0.06674,0.105,0.07032,0.0799899999999999
0.06889,0.095,0.07668,0.08498
0.075,0.07704,0.09859,0.0959
0.10201,0.0744,0.10259,0.113
0.117,0.06869,0.12296,0.12075
0.11972,0.06422,0.115,0.12181
0.105,0.07032,0.097,0.11638
0.095,0.07668,0.0768,0.11438
0.07704,0.09859,0.09,0.1109599999999999
0.0744,0.10259,0.07784,0.1079899999999999
0.06869,0.12296,0.075,0.105
0.06422,0.115,0.0754,0.105
0.07032,0.097,0.0799899999999999,0.10779
0.07668,0.0768,0.08498,0.11438
0.09859,0.09,0.0959,0.11238
0.10259,0.07784,0.113,0.12
0.12296,0.075,0.12075,0.17276
0.115,0.0754,0.12181,0.13621
0.097,0.0799899999999999,0.11638,0.115
0.0768,0.08498,0.11438,0.11438
0.09,0.0959,0.1109599999999999,0.14343
0.07784,0.113,0.1079899999999999,0.12547
0.075,0.12075,0.105,0.11394
0.0754,0.12181,0.105,0.115
0.0799899999999999,0.11638,0.10779,0.106
0.08498,0.11438,0.11438,0.1032199999999999
0.0959,0.1109599999999999,0.11238,0.12
0.113,0.1079899999999999,0.12,0.11881
0.12075,0.105,0.17276,0.12728
0.12181,0.105,0.13621,0.12738
0.11638,0.10779,0.115,0.11186
0.11438,0.11438,0.11438,0.12
0.1109599999999999,0.11238,0.14343,0.09999
0.1079899999999999,0.12,0.12547,0.0843199999999999
0.105,0.17276,0.11394,0.0726
0.105,0.13621,0.115,0.0587
0.10779,0.115,0.106,0.0552
0.11438,0.11438,0.1032199999999999,0.0643
0.11238,0.14343,0.12,0.075
0.12,0.12547,0.11881,0.11572
0.17276,0.11394,0.12728,0.14067
0.13621,0.115,0.12738,0.1348
0.115,0.106,0.11186,0.11824
0.11438,0.1032199999999999,0.12,0.08979
0.14343,0.12,0.09999,0.0800999999999999
0.12547,0.11881,0.0843199999999999,0.0741
0.11394,0.12728,0.0726,0.0653
0.115,0.12738,0.0587,0.0653
0.106,0.11186,0.0552,0.06429
0.1032199999999999,0.12,0.0643,0.0653
0.12,0.09999,0.075,0.06429
0.11881,0.0843199999999999,0.11572,0.0702
0.12728,0.0726,0.14067,0.07252
0.12738,0.0587,0.1348,0.0752
0.11186,0.0552,0.11824,0.07101
0.12,0.0643,0.08979,0.06429
0.09999,0.075,0.0800999999999999,0.0593
0.0843199999999999,0.11572,0.0741,0.0528999999999999
0.0726,0.14067,0.0653,0.015
0.0587,0.1348,0.0653,0.00411
0.0552,0.11824,0.06429,0.00411
0.0643,0.08979,0.0653,0.0593
0.075,0.0800999999999999,0.06429,0.088
0.11572,0.0741,0.0702,0.12199
0.14067,0.0653,0.07252,0.13037
0.1348,0.0653,0.0752,0.13822
0.11824,0.06429,0.07101,0.131
0.08979,0.0653,0.06429,0.11186
0.0800999999999999,0.06429,0.0593,0.0892999999999999
0.0741,0.0702,0.0528999999999999,0.08
0.0653,0.07252,0.015,0.08
0.0653,0.0752,0.00411,0.08871
0.06429,0.07101,0.00411,0.0775999999999999
0.0653,0.06429,0.0593,0.079
0.06429,0.0593,0.088,0.10998
0.0702,0.0528999999999999,0.12199,0.12089
0.07252,0.015,0.13037,0.1299199999999999
0.0752,0.00411,0.13822,0.13037
0.07101,0.00411,0.131,0.1173
0.06429,0.0593,0.11186,0.11239
0.0593,0.088,0.0892999999999999,0.09523
0.0528999999999999,0.12199,0.08,0.0892999999999999
0.015,0.13037,0.08,0.08871
0.00411,0.13822,0.08871,0.0892999999999999
0.00411,0.131,0.0775999999999999,0.0965
0.0593,0.11186,0.079,0.11689
0.088,0.0892999999999999,0.10998,0.13646
0.12199,0.08,0.12089,0.15016
0.13037,0.08,0.1299199999999999,0.18001
0.13822,0.08871,0.13037,0.155
0.131,0.0775999999999999,0.1173,0.12431
0.11186,0.079,0.11239,0.0975
0.0892999999999999,0.10998,0.09523,0.11586
0.08,0.12089,0.0892999999999999,0.0942
0.08,0.1299199999999999,0.08871,0.08865
0.08871,0.13037,0.0892999999999999,0.08065
0.0775999999999999,0.1173,0.0965,0.0785999999999999
0.079,0.11239,0.11689,0.0785999999999999
0.10998,0.09523,0.13646,0.0889
0.12089,0.0892999999999999,0.15016,0.11865
0.1299199999999999,0.08871,0.18001,0.14111
0.13037,0.0892999999999999,0.155,0.13037
0.1173,0.0965,0.12431,0.11016
0.11239,0.11689,0.0975,0.10818
0.09523,0.13646,0.11586,0.10155
0.0892999999999999,0.15016,0.0942,0.08865
0.08871,0.18001,0.08865,0.0848
0.0892999999999999,0.155,0.08065,0.08531
0.0965,0.12431,0.0785999999999999,0.0889
0.11689,0.0975,0.0785999999999999,0.10597
0.13646,0.11586,0.0889,0.12508
0.15016,0.0942,0.11865,0.13481
0.18001,0.08865,0.14111,0.1533199999999999
0.155,0.08065,0.13037,0.1277
0.12431,0.0785999999999999,0.11016,0.11745
0.0975,0.0785999999999999,0.10818,0.11233
0.11586,0.0889,0.10155,0.0946299999999999
0.0942,0.11865,0.08865,0.0888
0.08865,0.14111,0.0848,0.0859
0.08065,0.13037,0.08531,0.0854
0.0785999999999999,0.11016,0.0889,0.0859
0.0785999999999999,0.10818,0.10597,0.0886
0.0889,0.10155,0.12508,0.09426
0.11865,0.08865,0.13481,0.1358899999999999
0.14111,0.0848,0.1533199999999999,0.14502
0.13037,0.08531,0.1277,0.135
0.11016,0.0889,0.11745,0.12887
0.10818,0.10597,0.11233,0.1128
0.10155,0.12508,0.0946299999999999,0.10516
0.08865,0.13481,0.0888,0.09426
0.0848,0.1533199999999999,0.0859,0.0949
0.08531,0.1277,0.0854,0.09383
0.0889,0.11745,0.0859,0.09939
0.10597,0.11233,0.0886,0.11913
0.12508,0.0946299999999999,0.09426,0.13296
0.13481,0.0888,0.1358899999999999,0.147
0.1533199999999999,0.0859,0.14502,0.13802
0.1277,0.0854,0.135,0.11197
0.11745,0.0859,0.12887,0.0991
0.11233,0.0886,0.1128,0.0901
0.0946299999999999,0.09426,0.10516,0.09663
0.0888,0.1358899999999999,0.09426,0.09752
0.0859,0.14502,0.0949,0.09792
0.0854,0.135,0.09383,0.09172
0.0859,0.12887,0.09939,0.09
0.0886,0.1128,0.11913,0.095
0.09426,0.10516,0.13296,0.11
0.1358899999999999,0.09426,0.147,0.135
0.14502,0.0949,0.13802,0.17232
0.135,0.09383,0.11197,0.14338
0.12887,0.09939,0.0991,0.1289199999999999
0.1128,0.11913,0.0901,0.11881
0.10516,0.13296,0.09663,0.10467
0.09426,0.147,0.09752,0.10065
0.0949,0.13802,0.09792,0.093
0.09383,0.11197,0.09172,0.0901
0.09939,0.0991,0.09,0.09026
0.11913,0.0901,0.095,0.1077399999999999
0.13296,0.09663,0.11,0.13731
0.147,0.09752,0.135,0.151
0.13802,0.09792,0.17232,0.1383
0.11197,0.09172,0.14338,0.13137
0.0991,0.09,0.1289199999999999,0.12436
0.0901,0.095,0.11881,0.1011
0.09663,0.11,0.10467,0.09031
0.09752,0.135,0.10065,0.08964
0.09792,0.17232,0.093,0.08802
0.09172,0.14338,0.0901,0.08802
0.09,0.1289199999999999,0.09026,0.0886
0.095,0.11881,0.1077399999999999,0.0901
0.11,0.10467,0.13731,0.11133
0.135,0.10065,0.151,0.13225
0.17232,0.093,0.1383,0.14
0.14338,0.0901,0.13137,0.1378899999999999
0.1289199999999999,0.09026,0.12436,0.1303
0.11881,0.1077399999999999,0.1011,0.11494
0.10467,0.13731,0.09031,0.10613
0.10065,0.151,0.08964,0.10103
0.093,0.1383,0.08802,0.1005
0.0901,0.13137,0.08802,0.09366
0.09026,0.12436,0.0886,0.10525
0.1077399999999999,0.1011,0.0901,0.1243499999999999
0.13731,0.09031,0.11133,0.13331
0.151,0.08964,0.13225,0.13531
0.1383,0.08802,0.14,0.13296
0.13137,0.08802,0.1378899999999999,0.1289199999999999
0.12436,0.0886,0.1303,0.10582
0.1011,0.0901,0.11494,0.0943799999999999
0.09031,0.11133,0.10613,0.0938499999999999
0.08964,0.13225,0.10103,0.0927699999999999
0.08802,0.14,0.1005,0.0904099999999999
0.08802,0.1378899999999999,0.09366,0.08798
0.0886,0.1303,0.10525,0.087
0.0901,0.11494,0.1243499999999999,0.08657
0.11133,0.10613,0.13331,0.0893299999999999
0.13225,0.10103,0.13531,0.10196
0.14,0.1005,0.13296,0.11504
0.1378899999999999,0.09366,0.1289199999999999,0.109
0.1303,0.10525,0.10582,0.09548
0.11494,0.1243499999999999,0.0943799999999999,0.087
0.10613,0.13331,0.0938499999999999,0.084
0.10103,0.13531,0.0927699999999999,0.0809
0.1005,0.13296,0.0904099999999999,0.0836
0.09366,0.1289199999999999,0.08798,0.0846
0.10525,0.10582,0.087,0.0852
0.1243499999999999,0.0943799999999999,0.08657,0.10578
0.13331,0.0938499999999999,0.0893299999999999,0.13131
0.13531,0.0927699999999999,0.10196,0.13341
0.13296,0.0904099999999999,0.11504,0.13096
0.1289199999999999,0.08798,0.109,0.13131
0.10582,0.087,0.09548,0.12596
0.0943799999999999,0.08657,0.087,0.12
0.0938499999999999,0.0893299999999999,0.084,0.13917
0.0927699999999999,0.10196,0.0809,0.1051
0.0904099999999999,0.11504,0.0836,0.1050499999999999
0.08798,0.109,0.0846,0.1009
0.087,0.09548,0.0852,0.1
0.08657,0.087,0.10578,0.10402
0.0893299999999999,0.084,0.13131,0.09898
0.10196,0.0809,0.13341,0.1035
0.11504,0.0836,0.13096,0.1102699999999999
0.109,0.0846,0.13131,0.114
0.09548,0.0852,0.12596,0.135
0.087,0.10578,0.12,0.13834
0.084,0.13131,0.13917,0.13212
0.0809,0.13341,0.1051,0.13182
0.0836,0.13096,0.1050499999999999,0.13212
0.0846,0.13131,0.1009,0.12569
0.0852,0.12596,0.1,0.12461
0.10578,0.12,0.10402,0.1402
0.13131,0.13917,0.09898,0.156
0.13341,0.1051,0.1035,0.17038
0.13096,0.1050499999999999,0.1102699999999999,0.2
0.13131,0.1009,0.114,0.22535
0.12596,0.1,0.135,0.20927
0.12,0.10402,0.13834,0.15731
0.13917,0.09898,0.13212,0.14173
0.1051,0.1035,0.13182,0.16131
0.1050499999999999,0.1102699999999999,0.13212,0.15
0.1009,0.114,0.12569,0.1163199999999999
0.1,0.135,0.12461,0.1146
0.10402,0.13834,0.1402,0.1150699999999999
0.09898,0.13212,0.156,0.12417
0.1035,0.13182,0.17038,0.14596
0.1102699999999999,0.13212,0.2,0.16656
0.114,0.12569,0.22535,0.168
0.135,0.12461,0.20927,0.1533
0.13834,0.1402,0.15731,0.14335
0.13212,0.156,0.14173,0.14195
0.13182,0.17038,0.16131,0.14196
0.13212,0.2,0.15,0.14596
0.12569,0.22535,0.1163199999999999,0.155
0.12461,0.20927,0.1146,0.16915
0.1402,0.15731,0.1150699999999999,0.16678
0.156,0.14173,0.12417,0.18
0.17038,0.16131,0.14596,0.1832599999999999
0.2,0.15,0.16656,0.185
0.22535,0.1163199999999999,0.168,0.23169
0.20927,0.1146,0.1533,0.25
0.15731,0.1150699999999999,0.14335,0.22
0.14173,0.12417,0.14195,0.20836
0.16131,0.14596,0.14196,0.14
0.15,0.16656,0.14596,0.1254
0.1163199999999999,0.168,0.155,0.10053
0.1146,0.1533,0.16915,0.10043
0.1150699999999999,0.14335,0.16678,0.098
0.12417,0.14195,0.18,0.0937
0.14596,0.14196,0.1832599999999999,0.0937
0.16656,0.14596,0.185,0.0930999999999999
0.168,0.155,0.23169,0.0937
0.1533,0.16915,0.25,0.09592
0.14335,0.16678,0.22,0.08974
0.14195,0.18,0.20836,0.082
0.14196,0.1832599999999999,0.14,0.08591
0.14596,0.185,0.1254,0.08088
0.155,0.23169,0.10053,0.0810999999999999
0.16915,0.25,0.10043,0.085
0.16678,0.22,0.098,0.09639
0.18,0.20836,0.0937,0.12173
0.1832599999999999,0.14,0.0937,0.13379
0.185,0.1254,0.0930999999999999,0.136
0.23169,0.10053,0.0937,0.17859
0.25,0.10043,0.09592,0.18
0.22,0.098,0.08974,0.13949
0.20836,0.0937,0.082,0.12259
0.14,0.0937,0.08591,0.1085999999999999
0.1254,0.0930999999999999,0.08088,0.10564
0.10053,0.0937,0.0810999999999999,0.10104
0.10043,0.09592,0.085,0.10101
0.098,0.08974,0.09639,0.10104
0.0937,0.082,0.12173,0.1022
0.0937,0.08591,0.13379,0.12
0.0930999999999999,0.08088,0.136,0.1444099999999999
0.0937,0.0810999999999999,0.17859,0.1522899999999999
0.09592,0.085,0.18,0.129
0.08974,0.09639,0.13949,0.1153
0.082,0.12173,0.12259,0.1062999999999999
0.08591,0.13379,0.1085999999999999,0.10533
0.08088,0.136,0.10564,0.10354
0.0810999999999999,0.17859,0.10104,0.1077399999999999
0.085,0.18,0.10101,0.10728
0.09639,0.13949,0.10104,0.12572
0.12173,0.12259,0.1022,0.16629
0.13379,0.1085999999999999,0.12,0.18
0.136,0.10564,0.1444099999999999,0.17765
0.17859,0.10104,0.1522899999999999,0.189
0.18,0.10101,0.129,0.14669
0.13949,0.10104,0.1153,0.12053
0.12259,0.1022,0.1062999999999999,0.107
0.1085999999999999,0.12,0.10533,0.12
0.10564,0.1444099999999999,0.10354,0.10411
0.10104,0.1522899999999999,0.1077399999999999,0.0987
0.10101,0.129,0.10728,0.0937
0.10104,0.1153,0.12572,0.0909099999999999
0.1022,0.1062999999999999,0.16629,0.0925199999999999
0.12,0.10533,0.18,0.09756
0.1444099999999999,0.10354,0.17765,0.11081
0.1522899999999999,0.1077399999999999,0.189,0.13
0.129,0.10728,0.14669,0.12046
0.1153,0.12572,0.12053,0.10941
0.1062999999999999,0.16629,0.107,0.1120999999999999
0.10533,0.18,0.12,0.1255
0.10354,0.17765,0.10411,0.12907
0.1077399999999999,0.189,0.0987,0.1333
0.10728,0.14669,0.0937,0.1333
0.12572,0.12053,0.0909099999999999,0.13922
0.16629,0.107,0.0925199999999999,0.14411
0.18,0.12,0.09756,0.17352
0.17765,0.10411,0.11081,0.15533
0.189,0.0987,0.13,0.13741
0.14669,0.0937,0.12046,0.1321999999999999
0.12053,0.0909099999999999,0.10941,0.12849
0.107,0.0925199999999999,0.1120999999999999,0.11372
0.12,0.09756,0.1255,0.15115
0.10411,0.11081,0.12907,0.14725
0.0987,0.13,0.1333,0.14615
0.0937,0.12046,0.1333,0.1353
0.0909099999999999,0.10941,0.13922,0.1221299999999999
0.0925199999999999,0.1120999999999999,0.14411,0.13527
0.09756,0.1255,0.17352,0.15474
0.11081,0.12907,0.15533,0.16677
0.13,0.1333,0.13741,0.16646
0.12046,0.1333,0.1321999999999999,0.1549199999999999
0.10941,0.13922,0.12849,0.13989
0.1120999999999999,0.14411,0.11372,0.1232699999999999
0.1255,0.17352,0.15115,0.118
0.12907,0.15533,0.14725,0.1128
0.1333,0.13741,0.14615,0.11244
0.1333,0.1321999999999999,0.1353,0.11258
0.13922,0.12849,0.1221299999999999,0.13959
0.14411,0.11372,0.13527,0.1584199999999999
0.17352,0.15115,0.15474,0.1793799999999999
0.15533,0.14725,0.16677,0.21774
0.13741,0.14615,0.16646,0.19558
0.1321999999999999,0.1353,0.1549199999999999,0.187
0.12849,0.1221299999999999,0.13989,0.174
0.11372,0.13527,0.1232699999999999,0.15978
0.15115,0.15474,0.118,0.14667
0.14725,0.16677,0.1128,0.13379
0.14615,0.16646,0.11244,0.11876
0.1353,0.1549199999999999,0.11258,0.11499
0.1221299999999999,0.13989,0.13959,0.11499
0.13527,0.1232699999999999,0.1584199999999999,0.11499
0.15474,0.118,0.1793799999999999,0.11436
0.16677,0.1128,0.21774,0.12
0.16646,0.11244,0.19558,0.1186
0.1549199999999999,0.11258,0.187,0.1105
0.13989,0.13959,0.174,0.10704
0.1232699999999999,0.1584199999999999,0.15978,0.10258
0.118,0.1793799999999999,0.14667,0.10646
0.1128,0.21774,0.13379,0.1092
0.11244,0.19558,0.11876,0.10848
0.11258,0.187,0.11499,0.10704
0.13959,0.174,0.11499,0.1138
0.1584199999999999,0.15978,0.11499,0.15727
0.1793799999999999,0.14667,0.11436,0.17
0.21774,0.13379,0.12,0.16329
0.19558,0.11876,0.1186,0.14999
0.187,0.11499,0.1105,0.14849
0.174,0.11499,0.10704,0.129
0.15978,0.11499,0.10258,0.11472
0.14667,0.11436,0.10646,0.13834
0.13379,0.12,0.1092,0.13036
0.11876,0.1186,0.10848,0.11094
0.11499,0.1105,0.10704,0.09609
0.11499,0.10704,0.1138,0.09265
0.11499,0.10258,0.15727,0.09609
0.11436,0.10646,0.17,0.09611
0.12,0.1092,0.16329,0.10204
0.1186,0.10848,0.14999,0.09887
0.1105,0.10704,0.14849,0.09261
0.10704,0.1138,0.129,0.09093
0.10258,0.15727,0.11472,0.0942399999999999
0.10646,0.17,0.13834,0.0920999999999999
0.1092,0.16329,0.13036,0.09516
0.10848,0.14999,0.11094,0.0964
0.10704,0.14849,0.09609,0.105
0.1138,0.129,0.09265,0.11438
0.15727,0.11472,0.09609,0.13408
0.17,0.13834,0.09611,0.15561
0.16329,0.13036,0.10204,0.14459
0.14999,0.11094,0.09887,0.14401
0.14849,0.09609,0.09261,0.1477
0.129,0.09265,0.09093,0.14
0.11472,0.09609,0.0942399999999999,0.13331
0.13834,0.09611,0.0920999999999999,0.14295
0.13036,0.10204,0.09516,0.1038
0.11094,0.09887,0.0964,0.1032
0.09609,0.09261,0.105,0.10265
0.09265,0.09093,0.11438,0.10089
0.09609,0.0942399999999999,0.13408,0.10509
0.09611,0.0920999999999999,0.15561,0.13134
0.10204,0.09516,0.14459,0.15431
0.09887,0.0964,0.14401,0.15993
0.09261,0.105,0.1477,0.1462
0.09093,0.11438,0.14,0.1038
0.0942399999999999,0.13408,0.13331,0.10265
0.0920999999999999,0.15561,0.14295,0.1003199999999999
0.09516,0.14459,0.1038,0.09768
0.0964,0.14401,0.1032,0.09887
0.105,0.1477,0.10265,0.0992
0.11438,0.14,0.10089,0.107
0.13408,0.13331,0.10509,0.14725
0.15561,0.14295,0.13134,0.15431
0.14459,0.1038,0.15431,0.15972
0.14401,0.1032,0.15993,0.1495399999999999
0.1477,0.10265,0.1462,0.12553
0.14,0.10089,0.1038,0.10361
0.13331,0.10509,0.10265,0.102
0.14295,0.13134,0.1003199999999999,0.09603
0.1038,0.15431,0.09768,0.08801
0.1032,0.15993,0.09887,0.08576
0.10265,0.1462,0.0992,0.07976
0.10089,0.1038,0.107,0.07225
0.10509,0.10265,0.14725,0.08801
0.13134,0.1003199999999999,0.15431,0.0960999999999999
0.15431,0.09768,0.15972,0.13261
0.15993,0.09887,0.1495399999999999,0.13816
0.1462,0.0992,0.12553,0.12081
0.1038,0.107,0.10361,0.11387
