scenario,building,timestep,net_kw,nsl_kw,c3_violated
ZERO (do nothing),11,2843,0.0,0.016233424,0
ZERO (do nothing),11,2844,0.0,0.14286673,0
ZERO (do nothing),11,2845,0.0,1.0095337e-07,0
ZERO (do nothing),11,2846,0.0,0.0054834285,0
ZERO (do nothing),11,2847,0.0,9.983643e-08,0
ZERO (do nothing),11,2848,0.0,9.9999994e-08,0
ZERO (do nothing),11,2849,0.0,9.9999994e-08,0
ZERO (do nothing),11,2850,0.0,9.9999994e-08,0
ZERO (do nothing),11,2851,0.0,9.9999994e-08,0
ZERO (do nothing),11,2852,0.0,9.9999994e-08,0
ZERO (do nothing),11,2853,0.0,9.9999994e-08,0
ZERO (do nothing),11,2854,0.0,9.9999994e-08,0
ZERO (do nothing),11,2855,0.0,9.9999994e-08,0
ZERO (do nothing),11,2856,0.0,9.9999994e-08,0
ZERO (do nothing),11,2857,0.0,9.9999994e-08,0
ZERO (do nothing),11,2858,0.0,9.9999994e-08,0
ZERO (do nothing),11,2859,0.0,9.9999994e-08,0
ZERO (do nothing),11,2860,0.0,9.9999994e-08,0
ZERO (do nothing),11,2861,0.0,9.9999994e-08,0
ZERO (do nothing),11,2862,0.0,0.44105005,0
ZERO (do nothing),11,2863,0.0,0.8891001,0
ZERO (do nothing),11,2864,0.0,1.8745,0
ZERO (do nothing),11,2865,0.0,3.1354167,0
ZERO (do nothing),11,2866,0.0,4.3536167,0
ZERO (do nothing),11,2867,0.0,3.1633832,0
ZERO (do nothing),11,2868,0.0,2.2406666,0
ZERO (do nothing),11,2869,0.0,0.17288336,0
ZERO (do nothing),11,2870,0.0,0.19645005,0
ZERO (do nothing),11,2871,0.0,1.0216146e-07,0
ZERO (do nothing),11,2872,0.0,9.9999994e-08,0
ZERO (do nothing),11,2873,0.0,9.9999994e-08,0
ZERO (do nothing),11,2874,0.0,9.9999994e-08,0
ZERO (do nothing),11,2875,0.0,9.9999994e-08,0
ZERO (do nothing),11,2876,0.0,9.9999994e-08,0
ZERO (do nothing),11,2877,0.0,9.9999994e-08,0
ZERO (do nothing),11,2878,0.0,9.9999994e-08,0
ZERO (do nothing),11,2879,0.0,9.9999994e-08,0
ZERO (do nothing),11,2880,0.0,9.9999994e-08,0
ZERO (do nothing),11,2881,0.0,9.9999994e-08,0
ZERO (do nothing),11,2882,0.0,9.9999994e-08,0
ZERO (do nothing),11,2883,0.0,9.9999994e-08,0
ZERO (do nothing),11,2884,0.0,9.9999994e-08,0
ZERO (do nothing),11,2885,0.0,9.9999994e-08,0
ZERO (do nothing),11,2886,0.0,0.3995667,0
ZERO (do nothing),11,2887,0.0,1.6632668,0
ZERO (do nothing),11,2888,0.0,4.59385,0
ZERO (do nothing),11,2889,0.0,5.1589,0
ZERO (do nothing),11,2890,0.0,5.4421,0
ZERO (do nothing),11,2891,0.0,5.213917,0
ZERO (do nothing),11,2892,0.0,3.6799,0
ZERO (do nothing),11,2893,0.0,2.6723833,0
ZERO (do nothing),11,2894,0.0,2.0042334,0
ZERO (do nothing),11,2895,0.0,0.16058339,0
ZERO (do nothing),11,2896,0.0,9.9999994e-08,0
ZERO (do nothing),11,2897,0.0,9.9999994e-08,0
ZERO (do nothing),11,2898,0.0,9.9999994e-08,0
ZERO (do nothing),11,2899,0.0,9.9999994e-08,0
ZERO (do nothing),11,2900,0.0,9.9999994e-08,0
ZERO (do nothing),11,2901,0.0,9.9999994e-08,0
ZERO (do nothing),11,2902,0.0,9.9999994e-08,0
ZERO (do nothing),11,2903,0.0,9.9999994e-08,0
ZERO (do nothing),11,2904,0.0,9.9999994e-08,0
ZERO (do nothing),11,2905,0.0,9.9999994e-08,0
ZERO (do nothing),11,2906,0.0,9.9999994e-08,0
ZERO (do nothing),11,2907,0.0,9.9999994e-08,0
ZERO (do nothing),11,2908,0.0,9.9999994e-08,0
ZERO (do nothing),11,2909,0.0,9.9999994e-08,0
ZERO (do nothing),11,2910,0.0,0.4696334,0
ZERO (do nothing),11,2911,0.0,2.4782834,0
ZERO (do nothing),11,2912,0.0,3.69135,0
ZERO (do nothing),11,2913,0.0,4.9159665,0
ZERO (do nothing),11,2914,0.0,4.1600165,0
ZERO (do nothing),11,2915,0.0,4.5733333,0
ZERO (do nothing),11,2916,0.0,4.718933,0
ZERO (do nothing),11,2917,0.0,3.2230723,0
ZERO (do nothing),11,2918,0.0,1.7698667,0
ZERO (do nothing),11,2919,0.0,0.15026116,0
ZERO (do nothing),11,2920,0.0,9.9999994e-08,0
ZERO (do nothing),11,2921,0.0,9.9999994e-08,0
ZERO (do nothing),11,2922,0.0,9.9999994e-08,0
ZERO (do nothing),11,2923,0.0,9.9999994e-08,0
ZERO (do nothing),11,2924,0.0,9.9999994e-08,0
ZERO (do nothing),11,2925,0.0,9.9999994e-08,0
ZERO (do nothing),11,2926,0.0,9.9999994e-08,0
ZERO (do nothing),11,2927,0.0,9.9999994e-08,0
ZERO (do nothing),11,2928,0.0,9.9999994e-08,0
ZERO (do nothing),11,2929,0.0,9.9999994e-08,0
ZERO (do nothing),11,2930,0.0,9.9999994e-08,0
ZERO (do nothing),11,2931,0.0,9.9999994e-08,0
ZERO (do nothing),11,2932,0.0,9.9999994e-08,0
ZERO (do nothing),11,2933,0.0,9.9999994e-08,0
ZERO (do nothing),11,2934,0.0,0.09980008,0
ZERO (do nothing),11,2935,0.0,0.6050001,0
ZERO (do nothing),11,2936,0.0,2.1656833,0
ZERO (do nothing),11,2937,0.0,2.1196167,0
ZERO (do nothing),11,2938,0.0,1.60255,0
ZERO (do nothing),11,2939,0.0,3.9967833,0
ZERO (do nothing),11,2940,0.0,4.3653417,0
ZERO (do nothing),11,2941,0.0,3.35275,0
ZERO (do nothing),11,2942,0.0,1.5989667,0
ZERO (do nothing),11,2943,0.0,0.019333422,0
ZERO (do nothing),11,2944,0.0,9.9999994e-08,0
ZERO (do nothing),11,2945,0.0,9.9999994e-08,0
ZERO (do nothing),11,2946,0.0,9.9999994e-08,0
ZERO (do nothing),11,2947,0.0,9.9999994e-08,0
ZERO (do nothing),11,2948,0.0,9.9999994e-08,0
ZERO (do nothing),11,2949,0.0,9.9999994e-08,0
ZERO (do nothing),11,2950,0.0,9.9999994e-08,0
ZERO (do nothing),11,2951,0.0,9.9999994e-08,0
ZERO (do nothing),11,2952,0.0,9.9999994e-08,0
ZERO (do nothing),11,2953,0.0,9.9999994e-08,0
ZERO (do nothing),11,2954,0.0,9.9999994e-08,0
ZERO (do nothing),11,2955,0.0,9.9999994e-08,0
ZERO (do nothing),11,2956,0.0,9.9999994e-08,0
ZERO (do nothing),11,2957,0.0,9.9999994e-08,0
ZERO (do nothing),11,2958,0.0,0.13315007,0
ZERO (do nothing),11,2959,0.0,2.4709668,0
ZERO (do nothing),11,2960,0.0,3.0460668,0
ZERO (do nothing),11,2961,0.0,4.593583,0
ZERO (do nothing),11,2962,0.0,5.6744666,0
ZERO (do nothing),11,2963,0.0,5.5858665,0
ZERO (do nothing),11,2964,0.0,2.66035,0
ZERO (do nothing),11,2965,0.0,3.8156834,0
ZERO (do nothing),11,2966,0.0,1.67605,0
ZERO (do nothing),11,2967,0.0,0.15193339,0
ZERO (do nothing),11,2968,0.0,9.9999994e-08,0
ZERO (do nothing),11,2969,0.0,9.9999994e-08,0
ZERO (do nothing),11,2970,0.0,9.9999994e-08,0
ZERO (do nothing),11,2971,0.0,9.9999994e-08,0
ZERO (do nothing),11,2972,0.0,9.9999994e-08,0
ZERO (do nothing),11,2973,0.0,9.9999994e-08,0
ZERO (do nothing),11,2974,0.0,9.9999994e-08,0
ZERO (do nothing),11,2975,0.0,9.9999994e-08,0
ZERO (do nothing),11,2976,0.0,9.9999994e-08,0
ZERO (do nothing),11,2977,0.0,9.9999994e-08,0
ZERO (do nothing),11,2978,0.0,9.9999994e-08,0
ZERO (do nothing),11,2979,0.0,9.9999994e-08,0
ZERO (do nothing),11,2980,0.0,9.9999994e-08,0
ZERO (do nothing),11,2981,0.0,9.9999994e-08,0
ZERO (do nothing),11,2982,0.0,0.9599,0
ZERO (do nothing),11,2983,0.0,3.1606667,0
ZERO (do nothing),11,2984,0.0,2.4819083,0
ZERO (do nothing),11,2985,0.0,5.3433,0
ZERO (do nothing),11,2986,0.0,5.6733165,0
ZERO (do nothing),11,2987,0.0,5.56495,0
ZERO (do nothing),11,2988,0.0,2.7118666,0
ZERO (do nothing),11,2989,0.0,3.3899834,0
ZERO (do nothing),11,2990,0.0,1.9248834,0
ZERO (do nothing),11,2991,0.0,0.19363338,0
ZERO (do nothing),11,2992,0.0,9.9999994e-08,0
ZERO (do nothing),11,2993,0.0,9.9999994e-08,0
ZERO (do nothing),11,2994,0.0,9.9999994e-08,0
ZERO (do nothing),11,2995,0.0,9.9999994e-08,0
ZERO (do nothing),11,2996,0.0,9.9999994e-08,0
ZERO (do nothing),11,2997,0.0,9.9999994e-08,0
ZERO (do nothing),11,2998,0.0,9.9999994e-08,0
ZERO (do nothing),11,2999,0.0,9.9999994e-08,0
ZERO (do nothing),11,3000,0.0,9.9999994e-08,0
ZERO (do nothing),11,3001,0.0,9.9999994e-08,0
ZERO (do nothing),11,3002,0.0,9.9999994e-08,0
ZERO (do nothing),11,3003,0.0,9.9999994e-08,0
ZERO (do nothing),11,3004,0.0,9.9999994e-08,0
ZERO (do nothing),11,3005,0.0,9.9999994e-08,0
ZERO (do nothing),11,3006,0.0,1.0356667,0
ZERO (do nothing),11,3007,0.0,2.5657501,0
ZERO (do nothing),11,3008,0.0,4.345033,0
ZERO (do nothing),11,3009,0.0,5.1006665,0
ZERO (do nothing),11,3010,0.0,5.2009335,0
ZERO (do nothing),11,3011,0.0,5.1641335,0
ZERO (do nothing),11,3012,0.0,4.17495,0
ZERO (do nothing),11,3013,0.0,2.9317584,0
ZERO (do nothing),11,3014,0.0,1.3120583,0
ZERO (do nothing),11,3015,0.0,0.008683429,0
ZERO (do nothing),11,3016,0.0,9.9999994e-08,0
ZERO (do nothing),11,3017,0.0,9.9999994e-08,0
ZERO (do nothing),11,3018,0.0,9.9999994e-08,0
ZERO (do nothing),11,3019,0.0,9.9999994e-08,0
ZERO (do nothing),11,3020,0.0,9.9999994e-08,0
ZERO (do nothing),11,3021,0.0,9.9999994e-08,0
ZERO (do nothing),11,3022,0.0,9.9999994e-08,0
ZERO (do nothing),11,3023,0.0,9.9999994e-08,0
ZERO (do nothing),11,3024,0.0,9.9999994e-08,0
ZERO (do nothing),11,3025,0.0,9.9999994e-08,0
ZERO (do nothing),11,3026,0.0,9.9999994e-08,0
ZERO (do nothing),11,3027,0.0,9.9999994e-08,0
ZERO (do nothing),11,3028,0.0,9.9999994e-08,0
ZERO (do nothing),11,3029,0.0,9.9999994e-08,0
ZERO (do nothing),11,3030,0.0,0.46705008,0
ZERO (do nothing),11,3031,0.0,1.5651001,0
ZERO (do nothing),11,3032,0.0,2.5667167,0
ZERO (do nothing),11,3033,0.0,2.1400833,0
ZERO (do nothing),11,3034,0.0,2.4314084,0
ZERO (do nothing),11,3035,0.0,2.24845,0
ZERO (do nothing),11,3036,0.0,3.8569221,0
ZERO (do nothing),11,3037,0.0,3.1019,0
ZERO (do nothing),11,3038,0.0,1.3042722,0
ZERO (do nothing),11,3039,0.0,0.07335006,0
ZERO (do nothing),11,3040,0.0,0.0066334317,0
ZERO (do nothing),11,3041,0.0,9.9999994e-08,0
ZERO (do nothing),11,3042,0.0,9.9999994e-08,0
ZERO (do nothing),11,3043,0.0,9.9999994e-08,0
ZERO (do nothing),11,3044,0.0,9.9999994e-08,0
ZERO (do nothing),11,3045,0.0,9.9999994e-08,0
ZERO (do nothing),11,3046,0.0,9.9999994e-08,0
ZERO (do nothing),11,3047,0.0,9.9999994e-08,0
ZERO (do nothing),11,3048,0.0,9.9999994e-08,0
ZERO (do nothing),11,3049,0.0,9.9999994e-08,0
ZERO (do nothing),11,3050,0.0,9.9999994e-08,0
ZERO (do nothing),11,3051,0.0,9.9999994e-08,0
ZERO (do nothing),11,3052,0.0,9.9999994e-08,0
ZERO (do nothing),11,3053,0.0,9.9999994e-08,0
ZERO (do nothing),11,3054,0.0,9.972254e-08,0
ZERO (do nothing),11,3055,0.0,0.12301673,0
ZERO (do nothing),11,3056,0.0,1.0528778,0
ZERO (do nothing),11,3057,0.0,1.7101778,0
ZERO (do nothing),11,3058,0.0,1.3766667,0
ZERO (do nothing),11,3059,0.0,1.3630583,0
ZERO (do nothing),11,3060,0.0,0.3529417,0
ZERO (do nothing),11,3061,0.0,0.24670003,0
ZERO (do nothing),11,3062,0.0,0.030466728,0
ZERO (do nothing),11,3063,0.0,9.9999994e-08,0
ZERO (do nothing),11,3064,0.0,0.0011334317,0
ZERO (do nothing),11,3065,0.0,9.9999994e-08,0
ZERO (do nothing),11,3066,0.0,9.9999994e-08,0
ZERO (do nothing),11,3067,0.0,9.9999994e-08,0
ZERO (do nothing),11,3068,0.0,9.9999994e-08,0
ZERO (do nothing),11,3069,0.0,9.9999994e-08,0
ZERO (do nothing),11,3070,0.0,9.9999994e-08,0
ZERO (do nothing),11,3071,0.0,9.9999994e-08,0
ZERO (do nothing),11,3072,0.0,9.9999994e-08,0
ZERO (do nothing),11,3073,0.0,9.9999994e-08,0
ZERO (do nothing),11,3074,0.0,9.9999994e-08,0
ZERO (do nothing),11,3075,0.0,9.9999994e-08,0
ZERO (do nothing),11,3076,0.0,9.9999994e-08,0
ZERO (do nothing),11,3077,0.0,9.9999994e-08,0
ZERO (do nothing),11,3078,0.0,0.08981672,0
ZERO (do nothing),11,3079,0.0,0.3402167,0
ZERO (do nothing),11,3080,0.0,1.5209334,0
ZERO (do nothing),11,3081,0.0,3.8262835,0
ZERO (do nothing),11,3082,0.0,4.1535277,0
ZERO (do nothing),11,3083,0.0,4.8835335,0
ZERO (do nothing),11,3084,0.0,4.4210334,0
ZERO (do nothing),11,3085,0.0,3.3547168,0
ZERO (do nothing),11,3086,0.0,1.1188556,0
ZERO (do nothing),11,3087,0.0,1.0116699e-07,0
ZERO (do nothing),11,3088,0.0,0.016700098,0
ZERO (do nothing),11,3089,0.0,9.9999994e-08,0
ZERO (do nothing),11,3090,0.0,9.9999994e-08,0
ZERO (do nothing),11,3091,0.0,9.9999994e-08,0
ZERO (do nothing),11,3092,0.0,9.9999994e-08,0
ZERO (do nothing),11,3093,0.0,9.9999994e-08,0
ZERO (do nothing),11,3094,0.0,9.9999994e-08,0
ZERO (do nothing),11,3095,0.0,9.9999994e-08,0
ZERO (do nothing),11,3096,0.0,9.9999994e-08,0
ZERO (do nothing),11,3097,0.0,9.9999994e-08,0
ZERO (do nothing),11,3098,0.0,9.9999994e-08,0
ZERO (do nothing),11,3099,0.0,9.9999994e-08,0
ZERO (do nothing),11,3100,0.0,9.9999994e-08,0
ZERO (do nothing),11,3101,0.0,9.9999994e-08,0
ZERO (do nothing),11,3102,0.0,0.015400091,0
ZERO (do nothing),11,3103,0.0,1.6615667,0
ZERO (do nothing),11,3104,0.0,3.4341,0
ZERO (do nothing),11,3105,0.0,4.27355,0
ZERO (do nothing),11,3106,0.0,4.86245,0
ZERO (do nothing),11,3107,0.0,4.3797,0
ZERO (do nothing),11,3108,0.0,4.0611887,0
ZERO (do nothing),11,3109,0.0,2.5679667,0
ZERO (do nothing),11,3110,0.0,1.0418389,0
ZERO (do nothing),11,3111,0.0,0.03088342,0
ZERO (do nothing),11,3112,0.0,9.9999994e-08,0
ZERO (do nothing),11,3113,0.0,9.9999994e-08,0
ZERO (do nothing),11,3114,0.0,9.9999994e-08,0
ZERO (do nothing),11,3115,0.0,9.9999994e-08,0
ZERO (do nothing),11,3116,0.0,9.9999994e-08,0
ZERO (do nothing),11,3117,0.0,9.9999994e-08,0
ZERO (do nothing),11,3118,0.0,9.9999994e-08,0
ZERO (do nothing),11,3119,0.0,9.9999994e-08,0
ZERO (do nothing),11,3120,0.0,9.9999994e-08,0
ZERO (do nothing),11,3121,0.0,9.9999994e-08,0
ZERO (do nothing),11,3122,0.0,9.9999994e-08,0
ZERO (do nothing),11,3123,0.0,9.9999994e-08,0
ZERO (do nothing),11,3124,0.0,9.9999994e-08,0
ZERO (do nothing),11,3125,0.0,9.9999994e-08,0
ZERO (do nothing),11,3126,0.0,9.587606e-08,0
ZERO (do nothing),11,3127,0.0,0.97050005,0
ZERO (do nothing),11,3128,0.0,2.2104168,0
ZERO (do nothing),11,3129,0.0,1.7004666,0
ZERO (do nothing),11,3130,0.0,2.4481723,0
ZERO (do nothing),11,3131,0.0,3.1519444,0
ZERO (do nothing),11,3132,0.0,2.8111334,0
ZERO (do nothing),11,3133,0.0,2.0506334,0
ZERO (do nothing),11,3134,0.0,1.3574166,0
ZERO (do nothing),11,3135,0.0,0.082216725,0
ZERO (do nothing),11,3136,0.0,9.9999994e-08,0
ZERO (do nothing),11,3137,0.0,9.9999994e-08,0
ZERO (do nothing),11,3138,0.0,9.9999994e-08,0
ZERO (do nothing),11,3139,0.0,9.9999994e-08,0
ZERO (do nothing),11,3140,0.0,9.9999994e-08,0
ZERO (do nothing),11,3141,0.0,9.9999994e-08,0
ZERO (do nothing),11,3142,0.0,9.9999994e-08,0
ZERO (do nothing),11,3143,0.0,9.9999994e-08,0
ZERO (do nothing),11,3144,0.0,9.9999994e-08,0
ZERO (do nothing),11,3145,0.0,9.9999994e-08,0
ZERO (do nothing),11,3146,0.0,9.9999994e-08,0
ZERO (do nothing),11,3147,0.0,9.9999994e-08,0
ZERO (do nothing),11,3148,0.0,9.9999994e-08,0
ZERO (do nothing),11,3149,0.0,9.9999994e-08,0
ZERO (do nothing),11,3150,0.0,0.34851673,0
ZERO (do nothing),11,3151,0.0,1.5236279,0
ZERO (do nothing),11,3152,0.0,3.5671833,0
ZERO (do nothing),11,3153,0.0,3.9460793,0
ZERO (do nothing),11,3154,0.0,4.860133,0
ZERO (do nothing),11,3155,0.0,4.7177167,0
ZERO (do nothing),11,3156,0.0,4.0047336,0
ZERO (do nothing),11,3157,0.0,2.6088166,0
ZERO (do nothing),11,3158,0.0,1.2485334,0
ZERO (do nothing),11,3159,0.0,0.05141673,0
ZERO (do nothing),11,3160,0.0,9.9999994e-08,0
ZERO (do nothing),11,3161,0.0,9.9999994e-08,0
ZERO (do nothing),11,3162,0.0,9.9999994e-08,0
ZERO (do nothing),11,3163,0.0,9.9999994e-08,0
ZERO (do nothing),11,3164,0.0,9.9999994e-08,0
ZERO (do nothing),11,3165,0.0,9.9999994e-08,0
ZERO (do nothing),11,3166,0.0,9.9999994e-08,0
ZERO (do nothing),11,3167,0.0,9.9999994e-08,0
ZERO (do nothing),11,3168,0.0,9.9999994e-08,0
ZERO (do nothing),11,3169,0.0,9.9999994e-08,0
ZERO (do nothing),11,3170,0.0,9.9999994e-08,0
ZERO (do nothing),11,3171,0.0,9.9999994e-08,0
ZERO (do nothing),11,3172,0.0,9.9999994e-08,0
ZERO (do nothing),11,3173,0.0,9.9999994e-08,0
ZERO (do nothing),11,3174,0.0,9.9999994e-08,0
ZERO (do nothing),11,3175,0.0,0.024066752,0
ZERO (do nothing),11,3176,0.0,0.32359168,0
ZERO (do nothing),11,3177,0.0,0.5869334,0
ZERO (do nothing),11,3178,0.0,0.5902167,0
ZERO (do nothing),11,3179,0.0,0.58745,0
ZERO (do nothing),11,3180,0.0,0.42415002,0
ZERO (do nothing),11,3181,0.0,0.0006834311,0
ZERO (do nothing),11,3182,0.0,9.941386e-08,0
ZERO (do nothing),11,3183,0.0,9.9999994e-08,0
ZERO (do nothing),11,3184,0.0,9.9999994e-08,0
ZERO (do nothing),11,3185,0.0,9.9999994e-08,0
ZERO (do nothing),11,3186,0.0,9.9999994e-08,0
ZERO (do nothing),11,3187,0.0,9.9999994e-08,0
ZERO (do nothing),11,3188,0.0,9.9999994e-08,0
ZERO (do nothing),11,3189,0.0,9.9999994e-08,0
ZERO (do nothing),11,3190,0.0,9.9999994e-08,0
ZERO (do nothing),11,3191,0.0,9.9999994e-08,0
ZERO (do nothing),11,3192,0.0,9.9999994e-08,0
ZERO (do nothing),11,3193,0.0,9.9999994e-08,0
ZERO (do nothing),11,3194,0.0,9.9999994e-08,0
ZERO (do nothing),11,3195,0.0,9.9999994e-08,0
ZERO (do nothing),11,3196,0.0,9.9999994e-08,0
ZERO (do nothing),11,3197,0.0,9.9999994e-08,0
ZERO (do nothing),11,3198,0.0,0.010083416,0
ZERO (do nothing),11,3199,0.0,0.8133667,0
ZERO (do nothing),11,3200,0.0,0.93946666,0
ZERO (do nothing),11,3201,0.0,0.3920667,0
ZERO (do nothing),11,3202,0.0,0.86986667,0
ZERO (do nothing),11,3203,0.0,0.99535,0
ZERO (do nothing),11,3204,0.0,0.92515004,0
ZERO (do nothing),11,3205,0.0,0.93983334,0
ZERO (do nothing),11,3206,0.0,0.25185,0
ZERO (do nothing),11,3207,0.0,9.99591e-08,0
ZERO (do nothing),11,3208,0.0,0.007950098,0
ZERO (do nothing),11,3209,0.0,9.9999994e-08,0
ZERO (do nothing),11,3210,0.0,9.9999994e-08,0
ZERO (do nothing),11,3211,0.0,9.9999994e-08,0
ZERO (do nothing),11,3212,0.0,9.9999994e-08,0
ZERO (do nothing),11,3213,0.0,9.9999994e-08,0
ZERO (do nothing),11,3214,0.0,9.9999994e-08,0
ZERO (do nothing),11,3215,0.0,9.9999994e-08,0
ZERO (do nothing),11,3216,0.0,9.9999994e-08,0
ZERO (do nothing),11,3217,0.0,9.9999994e-08,0
ZERO (do nothing),11,3218,0.0,9.9999994e-08,0
ZERO (do nothing),11,3219,0.0,9.9999994e-08,0
ZERO (do nothing),11,3220,0.0,9.9999994e-08,0
ZERO (do nothing),11,3221,0.0,9.9999994e-08,0
ZERO (do nothing),11,3222,0.0,0.083083406,0
ZERO (do nothing),11,3223,0.0,0.27465007,0
ZERO (do nothing),11,3224,0.0,2.2210057,0
ZERO (do nothing),11,3225,0.0,3.6828334,0
ZERO (do nothing),11,3226,0.0,3.1035223,0
ZERO (do nothing),11,3227,0.0,3.8977833,0
ZERO (do nothing),11,3228,0.0,3.8899388,0
ZERO (do nothing),11,3229,0.0,3.20905,0
ZERO (do nothing),11,3230,0.0,1.0421112,0
ZERO (do nothing),11,3231,0.0,0.0030500966,0
ZERO (do nothing),11,3232,0.0,9.9999994e-08,0
ZERO (do nothing),11,3233,0.0,9.9999994e-08,0
ZERO (do nothing),11,3234,0.0,9.9999994e-08,0
ZERO (do nothing),11,3235,0.0,9.9999994e-08,0
ZERO (do nothing),11,3236,0.0,9.9999994e-08,0
ZERO (do nothing),11,3237,0.0,9.9999994e-08,0
ZERO (do nothing),11,3238,0.0,9.9999994e-08,0
ZERO (do nothing),11,3239,0.0,9.9999994e-08,0
ZERO (do nothing),11,3240,0.0,9.9999994e-08,0
ZERO (do nothing),11,3241,0.0,9.9999994e-08,0
ZERO (do nothing),11,3242,0.0,9.9999994e-08,0
ZERO (do nothing),11,3243,0.0,9.9999994e-08,0
ZERO (do nothing),11,3244,0.0,9.9999994e-08,0
ZERO (do nothing),11,3245,0.0,9.9999994e-08,0
ZERO (do nothing),11,3246,0.0,0.33166674,0
ZERO (do nothing),11,3247,0.0,1.8199667,0
ZERO (do nothing),11,3248,0.0,2.8027334,0
ZERO (do nothing),11,3249,0.0,3.9399166,0
ZERO (do nothing),11,3250,0.0,5.057717,0
ZERO (do nothing),11,3251,0.0,4.80375,0
ZERO (do nothing),11,3252,0.0,3.5712166,0
ZERO (do nothing),11,3253,0.0,2.3989832,0
ZERO (do nothing),11,3254,0.0,1.3183167,0
ZERO (do nothing),11,3255,0.0,0.088875055,0
ZERO (do nothing),11,3256,0.0,9.9999994e-08,0
ZERO (do nothing),11,3257,0.0,9.9999994e-08,0
ZERO (do nothing),11,3258,0.0,9.9999994e-08,0
ZERO (do nothing),11,3259,0.0,9.9999994e-08,0
ZERO (do nothing),11,3260,0.0,9.9999994e-08,0
ZERO (do nothing),11,3261,0.0,9.9999994e-08,0
ZERO (do nothing),11,3262,0.0,9.9999994e-08,0
ZERO (do nothing),11,3263,0.0,9.9999994e-08,0
ZERO (do nothing),11,3264,0.0,9.9999994e-08,0
ZERO (do nothing),11,3265,0.0,9.9999994e-08,0
ZERO (do nothing),11,3266,0.0,9.9999994e-08,0
ZERO (do nothing),11,3267,0.0,9.9999994e-08,0
ZERO (do nothing),11,3268,0.0,9.9999994e-08,0
ZERO (do nothing),11,3269,0.0,9.9999994e-08,0
ZERO (do nothing),11,3270,0.0,0.009533406,0
ZERO (do nothing),11,3271,0.0,0.73001665,0
ZERO (do nothing),11,3272,0.0,1.8458667,0
ZERO (do nothing),11,3273,0.0,3.7290666,0
ZERO (do nothing),11,3274,0.0,1.4550166,0
ZERO (do nothing),11,3275,0.0,1.20975,0
ZERO (do nothing),11,3276,0.0,1.41605,0
ZERO (do nothing),11,3277,0.0,0.76045,0
ZERO (do nothing),11,3278,0.0,0.14403336,0
ZERO (do nothing),11,3279,0.0,9.9999994e-08,0
ZERO (do nothing),11,3280,0.0,9.9999994e-08,0
ZERO (do nothing),11,3281,0.0,9.9999994e-08,0
ZERO (do nothing),11,3282,0.0,9.9999994e-08,0
ZERO (do nothing),11,3283,0.0,9.9999994e-08,0
ZERO (do nothing),11,3284,0.0,9.9999994e-08,0
ZERO (do nothing),11,3285,0.0,9.9999994e-08,0
ZERO (do nothing),11,3286,0.0,9.9999994e-08,0
ZERO (do nothing),11,3287,0.0,9.9999994e-08,0
ZERO (do nothing),11,3288,0.0,9.9999994e-08,0
ZERO (do nothing),11,3289,0.0,9.9999994e-08,0
ZERO (do nothing),11,3290,0.0,9.9999994e-08,0
ZERO (do nothing),11,3291,0.0,9.9999994e-08,0
ZERO (do nothing),11,3292,0.0,9.9999994e-08,0
ZERO (do nothing),11,3293,0.0,9.9999994e-08,0
ZERO (do nothing),11,3294,0.0,1.0009989e-07,0
ZERO (do nothing),11,3295,0.0,0.006233424,0
ZERO (do nothing),11,3296,0.0,0.05668341,0
ZERO (do nothing),11,3297,0.0,0.028383406,0
ZERO (do nothing),11,3298,0.0,0.41678336,0
ZERO (do nothing),11,3299,0.0,1.11315,0
ZERO (do nothing),11,3300,0.0,2.5615556,0
ZERO (do nothing),11,3301,0.0,3.43625,0
ZERO (do nothing),11,3302,0.0,1.2195834,0
ZERO (do nothing),11,3303,0.0,0.019800093,0
ZERO (do nothing),11,3304,0.0,9.9986366e-08,0
ZERO (do nothing),11,3305,0.0,9.9999994e-08,0
ZERO (do nothing),11,3306,0.0,9.9999994e-08,0
ZERO (do nothing),11,3307,0.0,9.9999994e-08,0
ZERO (do nothing),11,3308,0.0,9.9999994e-08,0
ZERO (do nothing),11,3309,0.0,9.9999994e-08,0
ZERO (do nothing),11,3310,0.0,9.9999994e-08,0
ZERO (do nothing),11,3311,0.0,9.9999994e-08,0
ZERO (do nothing),11,3312,0.0,9.9999994e-08,0
ZERO (do nothing),11,3313,0.0,9.9999994e-08,0
ZERO (do nothing),11,3314,0.0,9.9999994e-08,0
ZERO (do nothing),11,3315,0.0,9.9999994e-08,0
ZERO (do nothing),11,3316,0.0,9.9999994e-08,0
ZERO (do nothing),11,3317,0.0,9.9999994e-08,0
ZERO (do nothing),11,3318,0.0,0.5492834,0
ZERO (do nothing),11,3319,0.0,2.0442667,0
ZERO (do nothing),11,3320,0.0,2.4435,0
ZERO (do nothing),11,3321,0.0,4.7671165,0
ZERO (do nothing),11,3322,0.0,5.389167,0
ZERO (do nothing),11,3323,0.0,3.9689834,0
ZERO (do nothing),11,3324,0.0,4.252861,0
ZERO (do nothing),11,3325,0.0,3.0375834,0
ZERO (do nothing),11,3326,0.0,1.3349167,0
ZERO (do nothing),11,3327,0.0,0.05473341,0
ZERO (do nothing),11,3328,0.0,9.9999994e-08,0
